time Receptor Messenger ReceptorActive
0.01 500 2463 0
0.02 500 2463 0
0.03 500 2463 0
0.04 500 2463 0
0.05 500 2463 0
0.06 500 2463 0
0.07 500 2463 0
0.08 500 2463 0
0.09 500 2463 0
0.1 500 2463 0
0.11 500 2463 0
0.12 500 2463 0
0.13 500 2463 0
0.14 500 2463 0
0.15 500 2463 0
0.16 500 2463 0
0.17 500 2463 0
0.18 500 2463 0
0.19 500 2463 0
0.2 500 2463 0
0.21 500 2463 0
0.22 500 2463 0
0.23 500 2463 0
0.24 500 2463 0
0.25 500 2463 0
0.26 500 2463 0
0.27 500 2463 0
0.28 500 2463 0
0.29 500 2463 0
0.3 500 2463 0
0.31 500 2463 0
0.32 500 2463 0
0.33 500 2463 0
0.34 500 2463 0
0.35 499 2462 1
0.36 499 2462 1
0.37 497 2460 3
0.38 497 2460 3
0.39 496 2459 4
0.4 495 2458 5
0.41 494 2457 6
0.42 494 2457 6
0.43 494 2457 6
0.44 493 2456 7
0.45 492 2455 8
0.46 492 2455 8
0.47 492 2455 8
0.48 492 2455 8
0.49 492 2455 8
0.5 492 2455 8
0.51 492 2455 8
0.52 492 2455 8
0.53 491 2454 9
0.54 491 2454 9
0.55 491 2454 9
0.56 490 2453 10
0.57 490 2453 10
0.58 489 2452 11
0.59 489 2452 11
0.6 489 2452 11
0.61 489 2452 11
0.62 489 2452 11
0.63 489 2452 11
0.64 489 2452 11
0.65 488 2451 12
0.66 488 2451 12
0.67 488 2451 12
0.68 487 2450 13
0.69 485 2448 15
0.7 484 2447 16
0.71 484 2447 16
0.72 484 2447 16
0.73 484 2447 16
0.74 484 2447 16
0.75 483 2446 17
0.76 483 2446 17
0.77 481 2444 19
0.78 481 2444 19
0.79 481 2444 19
0.8 480 2443 20
0.81 479 2442 21
0.82 479 2442 21
0.83 478 2441 22
0.84 476 2439 24
0.85 476 2439 24
0.86 474 2437 26
0.87 474 2437 26
0.88 474 2437 26
0.89 474 2437 26
0.9 473 2436 27
0.91 473 2436 27
0.92 474 2437 26
0.93 473 2436 27
0.94 471 2434 29
0.95 470 2433 30
0.96 470 2433 30
0.97 470 2433 30
0.98 471 2434 29
0.99 471 2434 29
1 470 2433 30
1.01 469 5159 31
1.02 469 5159 31
1.03 469 5159 31
1.04 469 5159 31
1.05 470 5160 30
1.06 470 5160 30
1.07 470 5160 30
1.08 471 5161 29
1.09 470 5160 30
1.1 469 5159 31
1.11 469 5159 31
1.12 470 5160 30
1.13 468 5158 32
1.14 468 5158 32
1.15 466 5156 34
1.16 466 5156 34
1.17 465 5155 35
1.18 464 5154 36
1.19 464 5154 36
1.2 462 5152 38
1.21 462 5152 38
1.22 461 5151 39
1.23 462 5152 38
1.24 463 5153 37
1.25 462 5151 38
1.26 463 5152 37
1.27 463 5152 37
1.28 463 5152 37
1.29 465 5154 35
1.3 464 5153 36
1.31 464 5153 36
1.32 460 5149 40
1.33 460 5149 40
1.34 460 5149 40
1.35 459 5148 41
1.36 458 5147 42
1.37 457 5146 43
1.38 456 5145 44
1.39 455 5143 45
1.4 455 5143 45
1.41 455 5143 45
1.42 454 5142 46
1.43 452 5140 48
1.44 452 5140 48
1.45 452 5139 48
1.46 452 5139 48
1.47 451 5138 49
1.48 451 5138 49
1.49 449 5136 51
1.5 449 5136 51
1.51 450 5137 50
1.52 451 5138 49
1.53 451 5138 49
1.54 451 5138 49
1.55 448 5135 52
1.56 447 5134 53
1.57 447 5134 53
1.58 448 5135 52
1.59 446 5133 54
1.6 444 5131 56
1.61 442 5129 58
1.62 442 5129 58
1.63 441 5128 59
1.64 440 5127 60
1.65 442 5129 58
1.66 441 5128 59
1.67 442 5129 58
1.68 442 5129 58
1.69 441 5128 59
1.7 438 5125 62
1.71 437 5124 63
1.72 438 5125 62
1.73 437 5124 63
1.74 436 5123 64
1.75 436 5123 64
1.76 435 5121 65
1.77 434 5120 66
1.78 435 5121 65
1.79 435 5121 65
1.8 432 5118 68
1.81 432 5118 68
1.82 431 5117 69
1.83 433 5119 67
1.84 432 5118 68
1.85 432 5118 68
1.86 431 5117 69
1.87 430 5115 70
1.88 429 5114 71
1.89 428 5113 72
1.9 427 5112 73
1.91 425 5110 75
1.92 424 5109 76
1.93 423 5108 77
1.94 424 5109 76
1.95 424 5109 76
1.96 423 5108 77
1.97 424 5109 76
1.98 424 5109 76
1.99 424 5109 76
2 425 5110 75
2.01 426 5579 74
2.02 427 5579 73
2.03 426 5577 74
2.04 424 5575 76
2.05 424 5575 76
2.06 424 5574 76
2.07 424 5574 76
2.08 425 5575 75
2.09 425 5575 75
2.1 423 5573 77
2.11 422 5572 78
2.12 421 5571 79
2.13 421 5571 79
2.14 419 5569 81
2.15 419 5569 81
2.16 418 5568 82
2.17 419 5568 81
2.18 419 5568 81
2.19 420 5569 80
2.2 421 5570 79
2.21 419 5568 81
2.22 418 5567 82
2.23 418 5567 82
2.24 419 5568 81
2.25 421 5570 79
2.26 420 5569 80
2.27 418 5567 82
2.28 418 5567 82
2.29 419 5567 81
2.3 416 5564 84
2.31 415 5563 85
2.32 414 5562 86
2.33 411 5559 89
2.34 411 5558 89
2.35 414 5561 86
2.36 413 5560 87
2.37 412 5559 88
2.38 412 5558 88
2.39 412 5558 88
2.4 413 5559 87
2.41 414 5560 86
2.42 414 5560 86
2.43 413 5559 87
2.44 417 5563 83
2.45 418 5563 82
2.46 418 5563 82
2.47 417 5562 83
2.48 417 5561 83
2.49 419 5563 81
2.5 418 5562 82
2.51 419 5563 81
2.52 419 5563 81
2.53 419 5563 81
2.54 419 5563 81
2.55 421 5565 79
2.56 422 5565 78
2.57 420 5563 80
2.58 419 5562 81
2.59 418 5561 82
2.6 419 5562 81
2.61 415 5558 85
2.62 414 5557 86
2.63 414 5556 86
2.64 414 5555 86
2.65 416 5554 84
2.66 415 5553 85
2.67 414 5551 86
2.68 413 5550 87
2.69 414 5550 86
2.7 413 5548 87
2.71 413 5548 87
2.72 412 5547 88
2.73 411 5546 89
2.74 409 5544 91
2.75 410 5545 90
2.76 411 5546 89
2.77 411 5543 89
2.78 411 5543 89
2.79 411 5543 89
2.8 411 5543 89
2.81 409 5541 91
2.82 409 5541 91
2.83 407 5539 93
2.84 405 5536 95
2.85 402 5533 98
2.86 402 5531 98
2.87 402 5531 98
2.88 402 5531 98
2.89 402 5531 98
2.9 403 5532 97
2.91 403 5532 97
2.92 403 5532 97
2.93 400 5528 100
2.94 400 5528 100
2.95 398 5524 102
2.96 397 5523 103
2.97 398 5524 102
2.98 399 5525 101
2.99 399 5525 101
3 401 5527 99
3.01 400 5526 100
3.02 400 8275 100
3.03 399 8274 101
3.04 400 8274 100
3.05 401 8273 99
3.06 400 8271 100
3.07 400 8271 100
3.08 399 8269 101
3.09 401 8271 99
3.1 400 8268 100
3.11 401 8268 99
3.12 400 8267 100
3.13 400 8266 100
3.14 401 8267 99
3.15 400 8266 100
3.16 400 8265 100
3.17 398 8262 102
3.18 396 8259 104
3.19 395 8258 105
3.2 395 8258 105
3.21 397 8260 103
3.22 397 8260 103
3.23 398 8261 102
3.24 397 8260 103
3.25 397 8260 103
3.26 397 8260 103
3.27 395 8257 105
3.28 395 8257 105
3.29 396 8257 104
3.3 394 8255 106
3.31 395 8256 105
3.32 396 8257 104
3.33 399 8260 101
3.34 399 8259 101
3.35 397 8257 103
3.36 394 8253 106
3.37 394 8252 106
3.38 393 8251 107
3.39 393 8251 107
3.4 395 8253 105
3.41 396 8254 104
3.42 396 8253 104
3.43 396 8253 104
3.44 396 8253 104
3.45 397 8254 103
3.46 397 8254 103
3.47 396 8253 104
3.48 393 8250 107
3.49 393 8250 107
3.5 394 8250 106
3.51 395 8250 105
3.52 394 8249 106
3.53 393 8247 107
3.54 392 8246 108
3.55 392 8245 108
3.56 392 8245 108
3.57 393 8246 107
3.58 394 8247 106
3.59 394 8247 106
3.6 393 8246 107
3.61 394 8246 106
3.62 391 8243 109
3.63 393 8245 107
3.64 392 8241 108
3.65 390 8239 110
3.66 390 8239 110
3.67 388 8237 112
3.68 388 8236 112
3.69 389 8237 111
3.7 390 8237 110
3.71 389 8234 111
3.72 390 8235 110
3.73 389 8234 111
3.74 388 8231 112
3.75 389 8232 111
3.76 390 8233 110
3.77 392 8235 108
3.78 391 8234 109
3.79 390 8233 110
3.8 388 8230 112
3.81 388 8230 112
3.82 387 8228 113
3.83 386 8227 114
3.84 386 8226 114
3.85 385 8224 115
3.86 385 8223 115
3.87 385 8223 115
3.88 386 8223 114
3.89 383 8218 117
3.9 384 8219 116
3.91 384 8217 116
3.92 380 8212 120
3.93 380 8212 120
3.94 379 8211 121
3.95 377 8208 123
3.96 377 8208 123
3.97 376 8207 124
3.98 376 8207 124
3.99 375 8205 125
4 376 8205 124
4.01 377 8206 123
4.02 375 10138 125
4.03 372 10135 128
4.04 371 10134 129
4.05 371 10132 129
4.06 376 10136 124
4.07 375 10135 125
4.08 375 10134 125
4.09 374 10133 126
4.1 373 10130 127
4.11 373 10130 127
4.12 373 10130 127
4.13 373 10130 127
4.14 374 10131 126
4.15 377 10134 123
4.16 377 10133 123
4.17 373 10127 127
4.18 374 10128 126
4.19 373 10125 127
4.2 372 10124 128
4.21 373 10125 127
4.22 369 10121 131
4.23 368 10120 132
4.24 367 10118 133
4.25 369 10120 131
4.26 369 10120 131
4.27 367 10116 133
4.28 367 10116 133
4.29 366 10114 134
4.3 365 10111 135
4.31 365 10111 135
4.32 367 10113 133
4.33 367 10113 133
4.34 365 10110 135
4.35 364 10107 136
4.36 366 10109 134
4.37 366 10108 134
4.38 365 10106 135
4.39 367 10107 133
4.4 370 10109 130
4.41 369 10106 131
4.42 370 10107 130
4.43 372 10109 128
4.44 372 10108 128
4.45 369 10105 131
4.46 367 10103 133
4.47 365 10100 135
4.48 365 10099 135
4.49 364 10098 136
4.5 364 10096 136
4.51 365 10097 135
4.52 365 10096 135
4.53 365 10096 135
4.54 365 10096 135
4.55 366 10095 134
4.56 368 10097 132
4.57 370 10099 130
4.58 370 10096 130
4.59 372 10097 128
4.6 372 10097 128
4.61 373 10095 127
4.62 371 10092 129
4.63 370 10090 130
4.64 370 10090 130
4.65 370 10087 130
4.66 371 10087 129
4.67 369 10083 131
4.68 368 10082 132
4.69 366 10080 134
4.7 364 10078 136
4.71 365 10079 135
4.72 364 10077 136
4.73 364 10077 136
4.74 365 10078 135
4.75 363 10076 137
4.76 364 10077 136
4.77 365 10078 135
4.78 364 10076 136
4.79 364 10076 136
4.8 362 10074 138
4.81 363 10074 137
4.82 364 10075 136
4.83 363 10073 137
4.84 362 10072 138
4.85 362 10071 138
4.86 362 10069 138
4.87 364 10070 136
4.88 361 10067 139
4.89 362 10068 138
4.9 363 10067 137
4.91 365 10069 135
4.92 364 10067 136
4.93 364 10067 136
4.94 361 10064 139
4.95 361 10063 139
4.96 359 10061 141
4.97 359 10061 141
4.98 358 10057 142
4.99 358 10056 142
5 355 10052 145
5.01 353 10050 147
5.02 354 10433 146
5.03 353 10430 147
5.04 355 10431 145
5.05 355 10429 145
5.06 356 10428 144
5.07 358 10428 142
5.08 358 10427 142
5.09 357 10424 143
5.1 353 10420 147
5.11 354 10418 146
5.12 354 10418 146
5.13 356 10419 144
5.14 356 10418 144
5.15 354 10416 146
5.16 353 10415 147
5.17 353 10415 147
5.18 354 10416 146
5.19 355 10414 145
5.2 355 10414 145
5.21 354 10412 146
5.22 352 10410 148
5.23 348 10404 152
5.24 348 10403 152
5.25 348 10401 152
5.26 349 10402 151
5.27 349 10401 151
5.28 350 10402 150
5.29 352 10403 148
5.3 354 10405 146
5.31 354 10404 146
5.32 355 10405 145
5.33 359 10407 141
5.34 356 10404 144
5.35 357 10405 143
5.36 359 10407 141
5.37 360 10407 140
5.38 360 10406 140
5.39 359 10404 141
5.4 362 10407 138
5.41 362 10405 138
5.42 361 10404 139
5.43 360 10402 140
5.44 359 10401 141
5.45 360 10401 140
5.46 363 10402 137
5.47 361 10397 139
5.48 362 10398 138
5.49 362 10397 138
5.5 360 10393 140
5.51 361 10392 139
5.52 361 10391 139
5.53 360 10389 140
5.54 361 10390 139
5.55 359 10387 141
5.56 360 10388 140
5.57 358 10386 142
5.58 356 10381 144
5.59 355 10378 145
5.6 354 10374 146
5.61 357 10375 143
5.62 356 10374 144
5.63 358 10376 142
5.64 362 10380 138
5.65 363 10380 137
5.66 362 10378 138
5.67 367 10383 133
5.68 367 10382 133
5.69 369 10382 131
5.7 368 10380 132
5.71 368 10377 132
5.72 368 10376 132
5.73 367 10372 133
5.74 369 10373 131
5.75 370 10373 130
5.76 369 10370 131
5.77 368 10367 132
5.78 369 10366 131
5.79 368 10365 132
5.8 366 10362 134
5.81 364 10359 136
5.82 364 10358 136
5.83 365 10358 135
5.84 365 10357 135
5.85 364 10354 136
5.86 363 10352 137
5.87 360 10348 140
5.88 359 10346 141
5.89 360 10345 140
5.9 360 10344 140
5.91 361 10344 139
5.92 361 10342 139
5.93 361 10341 139
5.94 361 10340 139
5.95 361 10340 139
5.96 359 10336 141
5.97 361 10337 139
5.98 359 10334 141
5.99 358 10331 142
6 359 10331 141
6.01 360 10328 140
6.02 359 11232 141
6.03 357 11227 143
6.04 356 11224 144
6.05 356 11223 144
6.06 355 11222 145
6.07 356 11220 144
6.08 356 11215 144
6.09 356 11213 144
6.1 354 11210 146
6.11 352 11206 148
6.12 352 11204 148
6.13 352 11202 148
6.14 356 11206 144
6.15 359 11208 141
6.16 360 11208 140
6.17 361 11208 139
6.18 363 11209 137
6.19 363 11206 137
6.2 364 11206 136
6.21 363 11205 137
6.22 361 11201 139
6.23 360 11200 140
6.24 360 11198 140
6.25 362 11199 138
6.26 363 11198 137
6.27 362 11196 138
6.28 362 11196 138
6.29 363 11194 137
6.3 362 11187 138
6.31 361 11186 139
6.32 358 11182 142
6.33 359 11181 141
6.34 357 11176 143
6.35 358 11176 142
6.36 360 11175 140
6.37 363 11177 137
6.38 363 11175 137
6.39 364 11173 136
6.4 363 11169 137
6.41 362 11166 138
6.42 362 11163 138
6.43 363 11161 137
6.44 359 11155 141
6.45 360 11156 140
6.46 357 11153 143
6.47 357 11152 143
6.48 354 11149 146
6.49 354 11149 146
6.5 357 11150 143
6.51 360 11152 140
6.52 360 11151 140
6.53 359 11146 141
6.54 356 11140 144
6.55 357 11138 143
6.56 356 11133 144
6.57 352 11127 148
6.58 352 11125 148
6.59 352 11124 148
6.6 349 11121 151
6.61 349 11120 151
6.62 348 11117 152
6.63 349 11118 151
6.64 352 11117 148
6.65 353 11116 147
6.66 351 11113 149
6.67 349 11108 151
6.68 349 11107 151
6.69 350 11107 150
6.7 351 11105 149
6.71 350 11103 150
6.72 351 11104 149
6.73 353 11105 147
6.74 352 11102 148
6.75 352 11102 148
6.76 353 11103 147
6.77 352 11101 148
6.78 351 11098 149
6.79 347 11094 153
6.8 347 11091 153
6.81 348 11091 152
6.82 348 11088 152
6.83 348 11086 152
6.84 349 11085 151
6.85 347 11082 153
6.86 346 11080 154
6.87 347 11081 153
6.88 347 11080 153
6.89 350 11080 150
6.9 349 11077 151
6.91 349 11076 151
6.92 349 11074 151
6.93 351 11076 149
6.94 352 11077 148
6.95 351 11071 149
6.96 349 11067 151
6.97 351 11069 149
6.98 351 11069 149
6.99 352 11069 148
7 352 11068 148
7.01 351 11065 149
7.02 350 12749 150
7.03 352 12748 148
7.04 352 12748 148
7.05 355 12751 145
7.06 356 12751 144
7.07 356 12750 144
7.08 357 12751 143
7.09 357 12749 143
7.1 356 12746 144
7.11 357 12745 143
7.12 358 12745 142
7.13 358 12743 142
7.14 359 12741 141
7.15 363 12742 137
7.16 363 12741 137
7.17 362 12736 138
7.18 357 12730 143
7.19 359 12731 141
7.2 358 12730 142
7.21 358 12729 142
7.22 357 12726 143
7.23 358 12726 142
7.24 357 12720 143
7.25 359 12721 141
7.26 357 12718 143
7.27 358 12718 142
7.28 359 12716 141
7.29 356 12712 144
7.3 357 12710 143
7.31 355 12707 145
7.32 356 12704 144
7.33 354 12700 146
7.34 354 12699 146
7.35 350 12692 150
7.36 349 12689 151
7.37 350 12690 150
7.38 351 12691 149
7.39 349 12686 151
7.4 350 12687 150
7.41 352 12686 148
7.42 351 12682 149
7.43 351 12680 149
7.44 350 12678 150
7.45 351 12678 149
7.46 350 12676 150
7.47 351 12675 149
7.48 352 12673 148
7.49 354 12675 146
7.5 356 12674 144
7.51 355 12671 145
7.52 355 12667 145
7.53 357 12666 143
7.54 361 12664 139
7.55 356 12659 144
7.56 356 12656 144
7.57 355 12652 145
7.58 354 12649 146
7.59 356 12649 144
7.6 356 12649 144
7.61 355 12646 145
7.62 354 12645 146
7.63 357 12644 143
7.64 357 12642 143
7.65 356 12637 144
7.66 358 12636 142
7.67 358 12633 142
7.68 359 12633 141
7.69 358 12632 142
7.7 359 12630 141
7.71 360 12628 140
7.72 362 12630 138
7.73 362 12628 138
7.74 362 12625 138
7.75 363 12625 137
7.76 363 12623 137
7.77 364 12622 136
7.78 361 12616 139
7.79 361 12614 139
7.8 361 12614 139
7.81 360 12610 140
7.82 359 12606 141
7.83 356 12601 144
7.84 354 12594 146
7.85 354 12591 146
7.86 355 12589 145
7.87 353 12586 147
7.88 354 12585 146
7.89 355 12582 145
7.9 356 12581 144
7.91 356 12579 144
7.92 355 12575 145
7.93 352 12570 148
7.94 353 12569 147
7.95 354 12565 146
7.96 354 12564 146
7.97 355 12565 145
7.98 354 12563 146
7.99 355 12563 145
8 356 12560 144
8.01 355 12558 145
8.02 357 15437 143
8.03 359 15438 141
8.04 357 15436 143
8.05 361 15439 139
8.06 362 15440 138
8.07 361 15436 139
8.08 362 15435 138
8.09 362 15432 138
8.1 360 15429 140
8.11 359 15427 141
8.12 357 15425 143
8.13 359 15424 141
8.14 358 15423 142
8.15 358 15422 142
8.16 358 15420 142
8.17 359 15419 141
8.18 358 15417 142
8.19 359 15416 141
8.2 360 15415 140
8.21 359 15412 141
8.22 360 15409 140
8.23 358 15406 142
8.24 358 15406 142
8.25 356 15401 144
8.26 356 15400 144
8.27 355 15399 145
8.28 352 15394 148
8.29 353 15394 147
8.3 358 15396 142
8.31 359 15397 141
8.32 358 15392 142
8.33 355 15387 145
8.34 356 15387 144
8.35 355 15384 145
8.36 357 15385 143
8.37 355 15381 145
8.38 352 15374 148
8.39 352 15370 148
8.4 346 15364 154
8.41 346 15362 154
8.42 346 15361 154
8.43 347 15359 153
8.44 345 15353 155
8.45 346 15353 154
8.46 347 15352 153
8.47 349 15353 151
8.48 349 15350 151
8.49 349 15347 151
8.5 349 15345 151
8.51 350 15342 150
8.52 351 15341 149
8.53 348 15337 152
8.54 350 15338 150
8.55 349 15334 151
8.56 348 15333 152
8.57 350 15333 150
8.58 347 15328 153
8.59 346 15326 154
8.6 347 15324 153
8.61 348 15325 152
8.62 349 15323 151
8.63 350 15322 150
8.64 350 15320 150
8.65 350 15320 150
8.66 347 15316 153
8.67 348 15317 152
8.68 345 15310 155
8.69 344 15305 156
8.7 342 15300 158
8.71 342 15300 158
8.72 342 15299 158
8.73 341 15295 159
8.74 344 15296 156
8.75 343 15295 157
8.76 338 15288 162
8.77 340 15289 160
8.78 339 15284 161
8.79 339 15282 161
8.8 338 15280 162
8.81 338 15277 162
8.82 340 15277 160
8.83 341 15278 159
8.84 337 15269 163
8.85 338 15266 162
8.86 338 15263 162
8.87 342 15267 158
8.88 340 15262 160
8.89 342 15261 158
8.9 340 15259 160
8.91 342 15255 158
8.92 343 15253 157
8.93 347 15255 153
8.94 345 15251 155
8.95 347 15251 153
8.96 345 15246 155
8.97 344 15245 156
8.98 340 15241 160
8.99 340 15238 160
9 338 15233 162
9.01 337 15231 163
9.02 334 18127 166
9.03 336 18125 164
9.04 334 18122 166
9.05 334 18119 166
9.06 338 18119 162
9.07 339 18117 161
9.08 338 18112 162
9.09 339 18109 161
9.1 338 18107 162
9.11 336 18103 164
9.12 333 18096 167
9.13 337 18095 163
9.14 337 18094 163
9.15 339 18092 161
9.16 339 18090 161
9.17 339 18087 161
9.18 337 18084 163
9.19 334 18078 166
9.2 332 18073 168
9.21 335 18074 165
9.22 337 18074 163
9.23 336 18072 164
9.24 338 18072 162
9.25 338 18070 162
9.26 339 18067 161
9.27 339 18063 161
9.28 340 18062 160
9.29 337 18056 163
9.3 336 18052 164
9.31 335 18050 165
9.32 336 18048 164
9.33 336 18046 164
9.34 337 18044 163
9.35 335 18040 165
9.36 333 18032 167
9.37 331 18027 169
9.38 334 18028 166
9.39 332 18020 168
9.4 334 18019 166
9.41 334 18017 166
9.42 334 18017 166
9.43 333 18015 167
9.44 332 18011 168
9.45 332 18010 168
9.46 331 18005 169
9.47 330 18001 170
9.48 328 17993 172
9.49 330 17993 170
9.5 330 17991 170
9.51 332 17992 168
9.52 332 17990 168
9.53 335 17991 165
9.54 336 17987 164
9.55 334 17981 166
9.56 335 17980 165
9.57 335 17977 165
9.58 336 17975 164
9.59 334 17972 166
9.6 334 17969 166
9.61 335 17966 165
9.62 334 17961 166
9.63 330 17956 170
9.64 328 17947 172
9.65 326 17941 174
9.66 327 17939 173
9.67 329 17938 171
9.68 328 17931 172
9.69 328 17929 172
9.7 328 17924 172
9.71 329 17923 171
9.72 329 17923 171
9.73 328 17918 172
9.74 330 17918 170
9.75 334 17919 166
9.76 335 17913 165
9.77 336 17910 164
9.78 336 17908 164
9.79 333 17902 167
9.8 334 17903 166
9.81 333 17901 167
9.82 333 17896 167
9.83 330 17891 170
9.84 330 17887 170
9.85 329 17882 171
9.86 328 17878 172
9.87 324 17871 176
9.88 323 17867 177
9.89 325 17868 175
9.9 324 17863 176
9.91 324 17862 176
9.92 323 17858 177
9.93 326 17860 174
9.94 325 17853 175
9.95 323 17848 177
9.96 324 17846 176
9.97 323 17843 177
9.98 320 17840 180
9.99 317 17833 183
10 319 17832 181
10.01 322 17831 178
10.02 322 18382 178
10.03 318 18375 182
10.04 313 18369 187
10.05 315 18369 185
10.06 315 18368 185
10.07 314 18366 186
10.08 316 18367 184
10.09 314 18365 186
10.1 314 18363 186
10.11 312 18360 188
10.12 313 18360 187
10.13 314 18359 186
10.14 316 18357 184
10.15 318 18357 182
10.16 318 18356 182
10.17 313 18347 187
10.18 312 18343 188
10.19 315 18345 185
10.2 314 18341 186
10.21 315 18340 185
10.22 312 18333 188
10.23 309 18328 191
10.24 307 18321 193
10.25 309 18318 191
10.26 312 18318 188
10.27 311 18316 189
10.28 310 18310 190
10.29 311 18307 189
10.3 310 18303 190
10.31 310 18298 190
10.32 309 18295 191
10.33 306 18285 194
10.34 306 18276 194
10.35 307 18273 193
10.36 308 18271 192
10.37 304 18263 196
10.38 304 18261 196
10.39 302 18257 198
10.4 304 18256 196
10.41 303 18254 197
10.42 300 18250 200
10.43 298 18242 202
10.44 298 18240 202
10.45 297 18235 203
10.46 296 18231 204
10.47 295 18225 205
10.48 293 18223 207
10.49 293 18221 207
10.5 289 18212 211
10.51 291 18211 209
10.52 291 18210 209
10.53 294 18210 206
10.54 295 18208 205
10.55 295 18205 205
10.56 296 18205 204
10.57 297 18204 203
10.58 298 18202 202
10.59 298 18200 202
10.6 297 18198 203
10.61 296 18195 204
10.62 297 18193 203
10.63 299 18191 201
10.64 299 18189 201
10.65 300 18188 200
10.66 300 18186 200
10.67 301 18183 199
10.68 299 18181 201
10.69 300 18181 200
10.7 304 18182 196
10.71 304 18179 196
10.72 307 18176 193
10.73 306 18173 194
10.74 305 18167 195
10.75 308 18165 192
10.76 309 18160 191
10.77 309 18158 191
10.78 311 18154 189
10.79 310 18151 190
10.8 311 18145 189
10.81 312 18141 188
10.82 311 18134 189
10.83 310 18133 190
10.84 310 18128 190
10.85 314 18130 186
10.86 311 18125 189
10.87 313 18125 187
10.88 308 18118 192
10.89 310 18116 190
10.9 309 18109 191
10.91 309 18107 191
10.92 309 18102 191
10.93 309 18098 191
10.94 310 18097 190
10.95 309 18093 191
10.96 310 18089 190
10.97 309 18088 191
10.98 311 18084 189
10.99 310 18080 190
11 309 18075 191
11.01 309 18073 191
11.02 310 20986 190
11.03 310 20983 190
11.04 311 20982 189
11.05 313 20981 187
11.06 313 20980 187
11.07 309 20975 191
11.08 309 20966 191
11.09 309 20964 191
11.1 310 20959 190
11.11 309 20953 191
11.12 309 20950 191
11.13 311 20949 189
11.14 310 20946 190
11.15 309 20942 191
11.16 307 20936 193
11.17 311 20935 189
11.18 310 20929 190
11.19 309 20921 191
11.2 310 20918 190
11.21 310 20917 190
11.22 307 20912 193
11.23 305 20907 195
11.24 304 20903 196
11.25 303 20898 197
11.26 305 20895 195
11.27 307 20894 193
11.28 309 20890 191
11.29 309 20882 191
11.3 312 20880 188
11.31 309 20877 191
11.32 306 20871 194
11.33 307 20868 193
11.34 311 20868 189
11.35 308 20860 192
11.36 310 20857 190
11.37 309 20851 191
11.38 307 20847 193
11.39 302 20836 198
11.4 302 20830 198
11.41 304 20827 196
11.42 303 20824 197
11.43 303 20815 197
11.44 306 20812 194
11.45 304 20807 196
11.46 303 20802 197
11.47 302 20799 198
11.48 302 20797 198
11.49 298 20793 202
11.5 300 20793 200
11.51 303 20790 197
11.52 300 20783 200
11.53 304 20781 196
11.54 302 20773 198
11.55 306 20771 194
11.56 305 20768 195
11.57 307 20765 193
11.58 305 20757 195
11.59 307 20757 193
11.6 304 20751 196
11.61 303 20743 197
11.62 304 20735 196
11.63 304 20731 196
11.64 301 20723 199
11.65 301 20717 199
11.66 301 20714 199
11.67 299 20709 201
11.68 299 20706 201
11.69 295 20700 205
11.7 295 20694 205
11.71 295 20691 205
11.72 294 20685 206
11.73 298 20686 202
11.74 303 20684 197
11.75 299 20679 201
11.76 300 20678 200
11.77 295 20668 205
11.78 294 20662 206
11.79 293 20660 207
11.8 296 20659 204
11.81 295 20652 205
11.82 295 20651 205
11.83 292 20640 208
11.84 290 20636 210
11.85 291 20630 209
11.86 290 20627 210
11.87 290 20627 210
11.88 290 20623 210
11.89 290 20619 210
11.9 287 20614 213
11.91 289 20613 211
11.92 291 20611 209
11.93 293 20611 207
11.94 292 20609 208
11.95 297 20612 203
11.96 293 20605 207
11.97 291 20601 209
11.98 289 20598 211
11.99 287 20590 213
12 286 20587 214
12.01 286 20581 214
12.02 286 23454 214
12.03 287 23450 213
12.04 285 23444 215
12.05 287 23443 213
12.06 289 23443 211
12.07 286 23437 214
12.08 288 23436 212
12.09 287 23431 213
12.1 288 23428 212
12.11 292 23429 208
12.12 294 23428 206
12.13 296 23426 204
12.14 293 23421 207
12.15 292 23416 208
12.16 293 23412 207
12.17 294 23409 206
12.18 298 23410 202
12.19 296 23405 204
12.2 295 23401 205
12.21 296 23396 204
12.22 297 23391 203
12.23 298 23390 202
12.24 298 23383 202
12.25 296 23377 204
12.26 299 23377 201
12.27 297 23371 203
12.28 297 23368 203
12.29 296 23362 204
12.3 294 23357 206
12.31 295 23356 205
12.32 296 23354 204
12.33 289 23342 211
12.34 286 23336 214
12.35 286 23334 214
12.36 283 23328 217
12.37 284 23323 216
12.38 284 23321 216
12.39 284 23319 216
12.4 286 23320 214
12.41 288 23315 212
12.42 289 23314 211
12.43 290 23309 210
12.44 290 23306 210
12.45 290 23303 210
12.46 294 23303 206
12.47 293 23299 207
12.48 295 23298 205
12.49 296 23296 204
12.5 295 23292 205
12.51 296 23289 204
12.52 300 23288 200
12.53 299 23281 201
12.54 298 23280 202
12.55 296 23271 204
12.56 296 23266 204
12.57 296 23260 204
12.58 296 23258 204
12.59 298 23254 202
12.6 297 23248 203
12.61 298 23245 202
12.62 296 23237 204
12.63 298 23238 202
12.64 296 23228 204
12.65 297 23227 203
12.66 299 23225 201
12.67 299 23223 201
12.68 298 23217 202
12.69 299 23217 201
12.7 297 23211 203
12.71 304 23216 196
12.72 303 23211 197
12.73 301 23207 199
